FlightID,Airline,FlightNumber,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,DelayReason,Cancelled,Diverted,AircraftType,TailNumber,Distance
13938,United,9246,DFW,SEA,07/14/2024 07:09,9/1/2024 7:34,07/14/2024 13:26,9/1/2024 9:38,29,Weather,False,False,Airbus A320,N21684,2718
13939,United,4947,DFW,SEA,07/14/2024 21:25,9/1/2024 21:52,07/15/2024 01:51,9/2/2024 3:41,16,Weather,True,True,Boeing 777,N19957,2034
13940,Delta,4917,ATL,JFK,07/14/2024 10:41,9/1/2024 10:43,07/14/2024 11:58,9/1/2024 17:04,23,Weather,False,False,Boeing 737,N79230,597
13941,Delta,769,LAX,SEA,07/14/2024 15:01,9/1/2024 15:30,07/14/2024 16:29,9/1/2024 17:13,12,Air Traffic Control,True,True,Airbus A320,N57522,2142
13942,Delta,9791,ORD,SFO,07/14/2024 13:01,9/1/2024 13:24,07/14/2024 18:56,9/1/2024 15:12,11,Air Traffic Control,True,True,Boeing 737,N19987,2050
13943,United,8270,ORD,SFO,07/14/2024 10:55,9/1/2024 11:25,07/14/2024 15:39,9/1/2024 16:46,-9,,False,True,Airbus A320,N80479,2199
13944,Southwest,6784,ORD,BOS,07/14/2024 07:26,9/1/2024 7:27,07/14/2024 13:43,9/1/2024 13:23,-3,,True,True,Airbus A320,N16885,1419
13945,United,2997,JFK,BOS,07/14/2024 15:36,9/1/2024 15:48,07/14/2024 21:10,9/1/2024 18:55,19,Weather,False,True,Airbus A320,N70114,714
13946,United,708,LAX,JFK,07/14/2024 10:37,9/1/2024 10:58,07/14/2024 15:10,9/1/2024 12:36,-1,,False,False,Boeing 777,N58510,555
13947,United,4538,JFK,SFO,07/14/2024 01:39,9/1/2024 2:09,07/14/2024 06:06,9/1/2024 3:04,25,Air Traffic Control,True,False,Airbus A320,N58423,2961
13948,Delta,4174,ATL,JFK,07/14/2024 16:25,9/1/2024 16:39,07/14/2024 22:16,9/1/2024 20:32,7,Maintenance,False,False,Airbus A320,N87368,1392
13949,United,6658,DFW,SFO,07/14/2024 21:59,9/1/2024 22:29,07/15/2024 02:50,9/2/2024 1:00,1,Weather,True,True,Airbus A320,N88939,1849
13950,United,9424,LAX,MIA,07/14/2024 09:43,9/1/2024 9:43,07/14/2024 16:24,9/1/2024 10:33,-10,,True,False,Boeing 777,N87399,1580
13951,Southwest,3218,ORD,SFO,07/14/2024 04:40,9/1/2024 5:01,07/14/2024 07:54,9/1/2024 10:34,-6,,False,False,Boeing 777,N50591,667
13952,United,1624,DFW,MIA,07/14/2024 21:22,9/1/2024 21:34,07/15/2024 02:16,9/1/2024 23:49,27,Air Traffic Control,False,False,Airbus A320,N85823,2664
13953,American Airlines,5117,ORD,JFK,07/14/2024 05:45,9/1/2024 6:13,07/14/2024 10:14,9/1/2024 9:43,-2,,True,False,Boeing 737,N31987,1481
13954,Southwest,3334,JFK,MIA,07/14/2024 20:42,9/1/2024 20:58,07/14/2024 23:51,9/2/2024 0:41,-1,,True,True,Airbus A320,N66607,1408
13955,Southwest,6129,ATL,BOS,07/14/2024 03:44,9/1/2024 4:04,07/14/2024 10:43,9/1/2024 8:40,-4,,True,True,Boeing 777,N62531,631
13956,United,5342,JFK,SFO,07/14/2024 15:55,9/1/2024 16:07,07/14/2024 17:23,9/1/2024 19:11,16,Maintenance,False,True,Boeing 777,N14431,2925
13957,Delta,157,LAX,SEA,07/14/2024 02:07,9/1/2024 2:08,07/14/2024 05:22,9/1/2024 6:28,21,Air Traffic Control,True,True,Boeing 777,N17971,1455
13958,Southwest,8021,ATL,SFO,07/14/2024 12:01,9/1/2024 12:12,07/14/2024 16:34,9/1/2024 17:19,18,Air Traffic Control,True,False,Airbus A320,N56091,1513
13959,United,4184,LAX,JFK,07/14/2024 07:30,9/1/2024 7:41,07/14/2024 10:11,9/1/2024 13:42,12,Weather,False,True,Boeing 777,N73503,2325
13960,United,5290,DFW,BOS,07/14/2024 05:27,9/1/2024 5:36,07/14/2024 06:55,9/1/2024 7:33,6,Air Traffic Control,False,False,Airbus A320,N64807,2624
13961,Delta,5424,LAX,SFO,07/14/2024 22:42,9/1/2024 23:08,07/15/2024 01:21,9/2/2024 2:50,8,Weather,True,True,Airbus A320,N18093,1021
13962,Delta,3576,ATL,JFK,07/14/2024 11:11,9/1/2024 11:16,07/14/2024 13:40,9/1/2024 12:19,8,Maintenance,False,False,Airbus A320,N63618,1075
13963,American Airlines,3183,ATL,SFO,07/14/2024 01:25,9/1/2024 1:39,07/14/2024 04:30,9/1/2024 7:16,-9,,True,True,Boeing 737,N54148,413
13964,Southwest,6231,JFK,SEA,07/14/2024 00:06,9/1/2024 0:17,07/14/2024 04:26,9/1/2024 4:58,-8,,True,True,Boeing 777,N47446,373
13965,American Airlines,6187,JFK,MIA,07/14/2024 14:19,9/1/2024 14:43,07/14/2024 18:11,9/1/2024 19:43,24,Air Traffic Control,True,False,Boeing 737,N87233,225
13966,American Airlines,5927,ORD,MIA,07/14/2024 14:07,9/1/2024 14:13,07/14/2024 15:14,9/1/2024 15:09,2,Air Traffic Control,True,True,Boeing 777,N36566,1432
13967,United,78,LAX,BOS,07/14/2024 17:58,9/1/2024 18:28,07/14/2024 21:04,9/1/2024 19:00,2,Maintenance,False,True,Boeing 737,N27446,148
13968,American Airlines,6298,ORD,MIA,07/14/2024 17:30,9/1/2024 17:38,07/14/2024 19:54,9/1/2024 23:59,29,Air Traffic Control,False,True,Boeing 737,N39878,2193
13969,Southwest,2065,LAX,BOS,07/14/2024 15:13,9/1/2024 15:15,07/14/2024 20:47,9/1/2024 17:03,-10,,True,False,Airbus A320,N69544,2150
13970,United,2891,DFW,JFK,07/14/2024 02:28,9/1/2024 2:46,07/14/2024 06:40,9/1/2024 7:42,14,Maintenance,True,True,Boeing 777,N62027,1953
13971,United,7812,LAX,BOS,07/14/2024 00:03,9/1/2024 0:09,07/14/2024 06:23,9/1/2024 1:10,7,Maintenance,False,True,Airbus A320,N21622,1348
13972,Delta,2780,LAX,MIA,07/14/2024 00:48,9/1/2024 0:51,07/14/2024 04:53,9/1/2024 5:52,4,Maintenance,True,True,Airbus A320,N55300,2752
13973,Southwest,62,LAX,SFO,07/14/2024 13:38,9/1/2024 13:41,07/14/2024 17:45,9/1/2024 17:51,13,Air Traffic Control,True,True,Boeing 777,N60211,2028
13974,Southwest,4073,LAX,SFO,07/14/2024 04:18,9/1/2024 4:45,07/14/2024 07:28,9/1/2024 5:42,24,Maintenance,False,True,Airbus A320,N72580,279
13975,Southwest,6461,JFK,BOS,07/14/2024 22:21,9/1/2024 22:37,07/15/2024 02:55,9/2/2024 1:13,-8,,False,False,Boeing 737,N51321,2498
13976,Delta,6186,DFW,MIA,07/14/2024 23:31,9/1/2024 23:49,07/15/2024 03:50,9/2/2024 4:40,9,Air Traffic Control,True,False,Airbus A320,N79719,2732
13977,Southwest,9540,ORD,SEA,07/14/2024 08:19,9/1/2024 8:37,07/14/2024 13:03,9/1/2024 10:38,19,Air Traffic Control,False,True,Airbus A320,N41656,2356
13978,Southwest,8663,DFW,SFO,07/14/2024 17:08,9/1/2024 17:23,07/14/2024 20:31,9/1/2024 21:01,-7,,False,True,Airbus A320,N84841,1723
13979,American Airlines,7212,DFW,SFO,07/14/2024 19:21,9/1/2024 19:32,07/14/2024 23:22,9/1/2024 20:29,8,Maintenance,True,False,Boeing 777,N15299,356
13980,Southwest,7792,ATL,SEA,07/14/2024 10:52,9/1/2024 11:00,07/14/2024 11:57,9/1/2024 16:19,27,Weather,False,False,Boeing 737,N86816,2655
13981,Southwest,8693,ORD,JFK,07/14/2024 01:20,9/1/2024 1:44,07/14/2024 03:36,9/1/2024 2:19,-1,,False,True,Boeing 737,N62014,785
13982,United,3460,LAX,SFO,07/14/2024 11:13,9/1/2024 11:36,07/14/2024 13:50,9/1/2024 12:42,29,Maintenance,True,False,Airbus A320,N57691,985
13983,Delta,5291,DFW,SFO,07/14/2024 09:55,9/1/2024 9:56,07/14/2024 15:26,9/1/2024 15:12,17,Weather,True,True,Boeing 777,N83396,1684
13984,United,9473,ATL,JFK,07/14/2024 19:22,9/1/2024 19:27,07/15/2024 00:29,9/1/2024 21:52,30,Maintenance,True,False,Boeing 777,N18396,1512
13985,Delta,2443,DFW,BOS,07/14/2024 19:40,9/1/2024 20:10,07/15/2024 01:38,9/1/2024 23:55,15,Weather,False,False,Boeing 737,N89246,2081
13986,United,6982,ORD,BOS,07/14/2024 14:01,9/1/2024 14:10,07/14/2024 19:50,9/1/2024 15:57,-4,,True,True,Boeing 777,N41830,2395
13987,Southwest,4013,JFK,MIA,07/14/2024 16:41,9/1/2024 17:08,07/14/2024 19:32,9/1/2024 19:55,14,Weather,False,False,Boeing 737,N63414,141
13988,American Airlines,2144,DFW,SFO,07/14/2024 08:04,9/1/2024 8:14,07/14/2024 13:06,9/1/2024 8:54,-10,,False,False,Boeing 777,N64941,1714
13989,Southwest,4214,JFK,SEA,07/14/2024 22:47,9/1/2024 22:51,07/15/2024 03:39,9/2/2024 1:51,4,Weather,False,True,Airbus A320,N78826,200
13990,American Airlines,2830,JFK,MIA,07/14/2024 04:19,9/1/2024 4:40,07/14/2024 09:57,9/1/2024 6:18,-1,,True,False,Boeing 737,N14529,1979
13991,United,630,ORD,MIA,07/14/2024 18:37,9/1/2024 18:59,07/15/2024 00:54,9/2/2024 0:51,14,Air Traffic Control,False,True,Boeing 777,N35979,1876
13992,Delta,8869,ORD,JFK,07/14/2024 19:08,9/1/2024 19:33,07/14/2024 22:26,9/1/2024 20:22,14,Weather,True,False,Boeing 777,N47423,2930
13993,American Airlines,5497,LAX,SEA,07/14/2024 03:22,9/1/2024 3:47,07/14/2024 06:00,9/1/2024 8:48,26,Weather,True,False,Boeing 737,N93255,2683
13994,Southwest,4255,ORD,SFO,07/14/2024 06:10,9/1/2024 6:29,07/14/2024 09:45,9/1/2024 8:38,28,Weather,False,True,Boeing 737,N46447,104
13995,American Airlines,6183,LAX,MIA,07/14/2024 03:09,9/1/2024 3:27,07/14/2024 07:38,9/1/2024 8:06,-3,,True,False,Airbus A320,N77690,1162
13996,Delta,8735,ATL,SEA,07/14/2024 20:41,9/1/2024 21:07,07/15/2024 03:37,9/1/2024 23:39,-2,,False,False,Boeing 777,N30049,589
13997,American Airlines,9987,ORD,SFO,07/14/2024 23:29,9/1/2024 23:38,07/15/2024 02:35,9/2/2024 3:28,-1,,False,False,Airbus A320,N57701,2651
13998,Delta,8134,LAX,BOS,07/14/2024 18:09,9/1/2024 18:36,07/14/2024 22:16,9/1/2024 22:07,-2,,False,True,Airbus A320,N34818,1915
13999,Delta,6805,ORD,SFO,07/14/2024 05:33,9/1/2024 5:41,07/14/2024 07:46,9/1/2024 6:25,-8,,True,False,Boeing 737,N47260,2764
14000,United,3027,JFK,BOS,07/14/2024 13:43,9/1/2024 13:44,07/14/2024 15:54,9/1/2024 19:01,18,Air Traffic Control,True,True,Boeing 777,N47098,1814
14001,United,3912,LAX,JFK,10/15/2024 15:50,9/1/2024 16:06,10/15/2024 18:01,9/1/2024 20:04,14,Weather,False,True,Boeing 737,N10474,2143
14002,Delta,2056,LAX,JFK,10/15/2024 19:49,9/1/2024 20:16,10/15/2024 22:32,9/1/2024 23:00,11,Maintenance,False,True,Airbus A320,N43782,754
14003,United,4865,LAX,JFK,10/15/2024 04:45,9/1/2024 4:45,10/15/2024 11:11,9/1/2024 7:04,19,Air Traffic Control,False,False,Boeing 777,N90184,2272
14004,United,4911,DFW,SFO,10/15/2024 23:28,9/1/2024 23:30,10/16/2024 02:33,9/2/2024 1:20,-8,,False,False,Boeing 777,N60268,2458
14005,Delta,5753,ATL,SFO,10/15/2024 21:35,9/1/2024 21:49,10/16/2024 02:39,9/2/2024 2:44,9,Weather,True,True,Boeing 737,N83712,825
14006,Delta,8224,ORD,BOS,10/15/2024 13:03,9/1/2024 13:14,10/15/2024 19:22,9/1/2024 19:18,15,Maintenance,False,True,Boeing 737,N81128,1537
14007,United,4850,LAX,SEA,10/15/2024 01:45,9/1/2024 1:47,10/15/2024 06:21,9/1/2024 7:09,24,Maintenance,True,True,Airbus A320,N46743,766
14008,United,151,ATL,JFK,10/15/2024 10:42,9/1/2024 10:47,10/15/2024 17:11,9/1/2024 12:33,-9,,False,False,Boeing 777,N70858,348
14009,Delta,1817,ATL,SEA,10/15/2024 07:44,9/1/2024 7:48,10/15/2024 10:33,9/1/2024 13:08,24,Weather,True,False,Airbus A320,N44988,2430
14010,United,807,LAX,SFO,10/15/2024 04:05,9/1/2024 4:23,10/15/2024 10:47,9/1/2024 7:34,29,Air Traffic Control,False,True,Airbus A320,N92974,967
14011,Delta,6419,LAX,JFK,10/15/2024 16:54,9/1/2024 17:21,10/15/2024 18:53,9/1/2024 18:00,6,Maintenance,False,True,Airbus A320,N85187,580
14012,Southwest,268,LAX,MIA,10/15/2024 12:22,9/1/2024 12:42,10/15/2024 14:01,9/1/2024 15:21,-1,,False,True,Boeing 737,N50595,485
14013,United,5621,LAX,BOS,10/15/2024 15:14,9/1/2024 15:30,10/15/2024 16:52,9/1/2024 18:10,-4,,True,True,Boeing 777,N86154,2552
14014,American Airlines,1448,DFW,BOS,10/15/2024 03:40,9/1/2024 4:07,10/15/2024 06:14,9/1/2024 4:52,12,Weather,False,False,Boeing 737,N39380,562
14015,American Airlines,2732,ATL,BOS,10/15/2024 00:07,9/1/2024 0:31,10/15/2024 07:03,9/1/2024 3:27,20,Maintenance,False,True,Airbus A320,N83007,2426
14016,Southwest,8877,ORD,SFO,10/15/2024 08:20,9/1/2024 8:43,10/15/2024 14:33,9/1/2024 11:42,22,Air Traffic Control,True,True,Boeing 777,N93099,1418
14017,Southwest,5426,JFK,MIA,10/15/2024 19:45,9/1/2024 19:57,10/16/2024 01:24,9/1/2024 21:10,25,Maintenance,False,True,Airbus A320,N38398,2160
14018,Delta,9813,DFW,JFK,10/15/2024 07:37,9/1/2024 7:47,10/15/2024 11:53,9/1/2024 10:39,2,Weather,False,True,Airbus A320,N80639,2870
14019,Delta,3830,DFW,MIA,10/15/2024 15:39,9/1/2024 15:54,10/15/2024 21:18,9/1/2024 20:44,5,Maintenance,False,False,Boeing 777,N63417,685
14020,American Airlines,9863,DFW,MIA,10/15/2024 10:48,9/1/2024 11:09,10/15/2024 17:17,9/1/2024 13:02,14,Maintenance,True,False,Boeing 737,N27909,2073
14021,Delta,684,ATL,SFO,10/15/2024 20:44,9/1/2024 20:57,10/16/2024 02:10,9/1/2024 23:51,7,Weather,True,False,Airbus A320,N19017,1104
14022,American Airlines,1476,ATL,SEA,10/15/2024 06:19,9/1/2024 6:32,10/15/2024 09:20,9/1/2024 8:35,16,Air Traffic Control,True,False,Boeing 777,N53109,635
14023,Southwest,9432,LAX,MIA,10/15/2024 14:57,9/1/2024 15:09,10/15/2024 15:57,9/1/2024 17:00,3,Maintenance,False,True,Boeing 777,N85681,2588
14024,Delta,5376,DFW,BOS,10/15/2024 21:02,9/1/2024 21:10,10/16/2024 02:45,9/1/2024 23:32,30,Weather,True,True,Airbus A320,N64999,910
14025,Delta,1325,LAX,MIA,10/15/2024 03:37,9/1/2024 3:42,10/15/2024 07:52,9/1/2024 8:37,0,,False,True,Airbus A320,N60959,595
14026,Southwest,8684,ORD,JFK,10/15/2024 13:28,9/1/2024 13:51,10/15/2024 15:56,9/1/2024 19:24,-4,,True,True,Boeing 777,N10696,943
14027,Delta,5731,JFK,BOS,10/15/2024 18:54,9/1/2024 19:02,10/16/2024 00:40,9/1/2024 21:22,28,Air Traffic Control,True,True,Airbus A320,N53738,1214
14028,American Airlines,2983,JFK,SFO,10/15/2024 03:38,9/1/2024 3:48,10/15/2024 05:06,9/1/2024 5:52,14,Air Traffic Control,True,True,Airbus A320,N32879,838
14029,United,5837,LAX,MIA,10/15/2024 16:48,9/1/2024 17:16,10/15/2024 18:04,9/1/2024 19:38,-10,,True,False,Boeing 737,N45019,1694
14030,Southwest,8945,LAX,BOS,10/15/2024 07:30,9/1/2024 7:43,10/15/2024 11:20,9/1/2024 13:59,29,Weather,False,False,Boeing 737,N56905,1418
14031,Southwest,6862,DFW,MIA,10/15/2024 08:50,9/1/2024 8:56,10/15/2024 15:11,9/1/2024 13:54,4,Maintenance,True,True,Airbus A320,N86760,2910
14032,Southwest,6563,DFW,BOS,10/15/2024 03:34,9/1/2024 3:42,10/15/2024 07:17,9/1/2024 7:51,17,Weather,False,True,Airbus A320,N79529,1103
14033,Southwest,6398,DFW,BOS,10/15/2024 08:18,9/1/2024 8:25,10/15/2024 13:23,9/1/2024 14:44,26,Weather,False,False,Boeing 737,N96208,787
14034,American Airlines,5876,ORD,MIA,10/15/2024 09:41,9/1/2024 9:55,10/15/2024 15:12,9/1/2024 14:06,25,Air Traffic Control,True,True,Airbus A320,N42911,2079
14035,United,1921,DFW,SFO,10/15/2024 07:08,9/1/2024 7:29,10/15/2024 11:23,9/1/2024 10:31,23,Air Traffic Control,True,True,Boeing 737,N50284,1401
14036,Delta,7982,DFW,JFK,10/15/2024 22:52,9/1/2024 22:58,10/16/2024 04:52,9/2/2024 4:22,30,Air Traffic Control,True,False,Airbus A320,N62101,1997
14037,American Airlines,7334,ATL,JFK,10/15/2024 06:24,9/1/2024 6:48,10/15/2024 10:20,9/1/2024 8:44,20,Weather,True,False,Boeing 777,N41126,473
14038,Delta,583,DFW,MIA,10/15/2024 04:24,9/1/2024 4:43,10/15/2024 08:23,9/1/2024 7:18,-6,,False,True,Airbus A320,N72245,2097
14039,American Airlines,5489,ORD,SFO,10/15/2024 19:43,9/1/2024 20:13,10/16/2024 02:41,9/2/2024 1:11,28,Maintenance,True,True,Boeing 777,N60754,670
14040,Southwest,4587,JFK,BOS,10/15/2024 21:56,9/1/2024 22:05,10/16/2024 02:09,9/2/2024 2:22,26,Weather,True,True,Boeing 737,N90981,1686
14041,United,6359,ORD,BOS,10/15/2024 08:31,9/1/2024 8:32,10/15/2024 14:14,9/1/2024 10:59,28,Maintenance,False,True,Boeing 737,N12763,120
14042,Southwest,4389,LAX,SEA,10/15/2024 19:06,9/1/2024 19:11,10/15/2024 22:34,9/2/2024 0:29,23,Weather,False,False,Boeing 777,N94437,1650
14043,American Airlines,8471,ATL,BOS,10/15/2024 05:05,9/1/2024 5:07,10/15/2024 07:46,9/1/2024 11:00,-5,,False,False,Airbus A320,N24389,2093
14044,United,7997,LAX,SFO,10/15/2024 21:39,9/1/2024 22:00,10/15/2024 23:06,9/2/2024 1:40,1,Maintenance,True,False,Boeing 777,N42734,552
14045,United,4523,JFK,SEA,10/15/2024 00:48,9/1/2024 0:48,10/15/2024 05:38,9/1/2024 5:03,15,Weather,True,False,Boeing 737,N61299,1574
14046,American Airlines,9028,LAX,BOS,10/15/2024 14:45,9/1/2024 15:11,10/15/2024 20:22,9/1/2024 17:03,18,Air Traffic Control,False,True,Boeing 777,N29765,1721
14047,Southwest,9479,DFW,SFO,10/15/2024 10:23,9/1/2024 10:51,10/15/2024 13:13,9/1/2024 14:41,18,Weather,True,False,Boeing 777,N30489,1218
14048,American Airlines,4104,LAX,BOS,10/15/2024 08:42,9/1/2024 8:54,10/15/2024 12:32,9/1/2024 14:05,23,Weather,False,False,Boeing 737,N78632,2542
14049,American Airlines,56,ATL,JFK,10/15/2024 14:30,9/1/2024 14:30,10/15/2024 19:06,9/1/2024 16:20,-10,,True,False,Airbus A320,N65734,2978
14050,Delta,8641,JFK,MIA,10/15/2024 11:46,9/1/2024 11:52,10/15/2024 13:59,9/1/2024 15:57,11,Weather,False,True,Airbus A320,N59054,1889
14051,American Airlines,1178,DFW,JFK,10/15/2024 02:02,9/1/2024 2:21,10/15/2024 08:20,9/1/2024 3:29,27,Weather,False,True,Boeing 737,N51160,183
14052,American Airlines,7052,DFW,SFO,10/15/2024 22:15,9/1/2024 22:35,10/16/2024 00:41,9/2/2024 1:38,23,Maintenance,False,False,Boeing 777,N68910,1441
14053,American Airlines,104,LAX,BOS,10/15/2024 23:53,9/2/2024 0:15,10/16/2024 02:32,9/2/2024 0:48,-5,,True,False,Boeing 737,N59725,699
14054,United,1294,ATL,JFK,10/15/2024 19:21,9/1/2024 19:42,10/15/2024 20:32,9/1/2024 20:27,6,Maintenance,True,True,Airbus A320,N72936,2411
14055,Delta,1148,ORD,MIA,10/15/2024 09:31,9/1/2024 9:45,10/15/2024 16:00,9/1/2024 12:34,3,Air Traffic Control,False,False,Airbus A320,N16330,304
14056,American Airlines,7436,DFW,BOS,10/15/2024 23:58,9/2/2024 0:23,10/16/2024 06:13,9/2/2024 4:26,28,Air Traffic Control,True,True,Airbus A320,N84364,2394
14057,Southwest,404,ATL,JFK,10/15/2024 09:05,9/1/2024 9:20,10/15/2024 15:36,9/1/2024 12:57,-8,,False,False,Boeing 737,N10123,1314
14058,Delta,8118,LAX,SFO,10/15/2024 07:06,9/1/2024 7:10,10/15/2024 11:11,9/1/2024 9:03,-3,,False,True,Boeing 737,N58337,520
14059,Delta,9355,LAX,SFO,10/15/2024 18:34,9/1/2024 19:04,10/15/2024 21:15,9/1/2024 21:59,25,Maintenance,True,False,Boeing 777,N21389,289
14060,American Airlines,419,JFK,JFK,10/15/2024 10:47,9/1/2024 10:53,10/15/2024 17:29,9/1/2024 16:44,-3,,True,False,Boeing 777,N56834,128
14061,American Airlines,6471,ATL,SEA,10/15/2024 17:28,9/1/2024 17:47,10/15/2024 19:43,9/1/2024 23:22,-6,,True,True,Airbus A320,N74030,281
14062,Delta,8863,DFW,MIA,10/15/2024 03:37,9/1/2024 3:59,10/15/2024 07:52,9/1/2024 6:00,23,Maintenance,True,False,Boeing 737,N33749,1505
14063,Southwest,4226,ORD,BOS,10/15/2024 20:06,9/1/2024 20:27,10/15/2024 23:29,9/1/2024 23:33,27,Maintenance,False,False,Boeing 737,N97214,311
14064,Delta,7971,LAX,BOS,10/15/2024 14:19,9/1/2024 14:24,10/15/2024 17:35,9/1/2024 19:43,24,Air Traffic Control,False,True,Airbus A320,N89386,753
14065,Delta,9739,LAX,JFK,10/15/2024 00:00,9/1/2024 0:20,10/15/2024 06:40,9/1/2024 6:05,5,Air Traffic Control,False,False,Boeing 777,N21168,1037
14066,Delta,7247,JFK,SFO,10/15/2024 10:30,9/1/2024 10:48,10/15/2024 15:31,9/1/2024 14:31,1,Maintenance,False,False,Airbus A320,N47685,2529
14067,Delta,4316,JFK,SEA,10/15/2024 06:04,9/1/2024 6:16,10/15/2024 07:33,9/1/2024 7:23,19,Air Traffic Control,False,False,Boeing 737,N83506,578
14068,Southwest,2766,ORD,JFK,10/15/2024 05:42,9/1/2024 5:52,10/15/2024 09:30,9/1/2024 7:40,-2,,False,True,Boeing 777,N44625,2792
14069,United,2475,DFW,SFO,10/15/2024 20:49,9/1/2024 20:52,10/15/2024 22:32,9/1/2024 22:43,-6,,True,True,Boeing 737,N37843,311
14070,Southwest,4977,LAX,JFK,10/15/2024 13:32,9/1/2024 14:00,10/15/2024 19:36,9/1/2024 17:24,-8,,False,True,Boeing 737,N25082,2210
14071,Southwest,290,DFW,SEA,10/15/2024 19:18,9/1/2024 19:45,10/16/2024 00:05,9/1/2024 23:10,-8,,True,False,Boeing 737,N61872,2341
14072,Southwest,214,JFK,BOS,10/15/2024 23:26,9/1/2024 23:26,10/16/2024 06:03,9/2/2024 4:20,-6,,True,True,Boeing 737,N33996,2535
14073,Delta,1951,LAX,JFK,10/15/2024 16:04,9/1/2024 16:23,10/15/2024 19:37,9/1/2024 22:16,12,Weather,False,False,Boeing 737,N16413,1395
14074,Southwest,7634,LAX,SFO,10/15/2024 22:30,9/1/2024 22:35,10/16/2024 00:09,9/2/2024 0:55,25,Weather,False,False,Airbus A320,N73693,1582
14075,Delta,5824,ATL,SFO,10/15/2024 14:02,9/1/2024 14:06,10/15/2024 16:30,9/1/2024 19:18,16,Maintenance,False,False,Boeing 777,N35613,125
14076,Delta,3039,JFK,MIA,10/15/2024 02:26,9/1/2024 2:56,10/15/2024 04:06,9/1/2024 3:38,12,Maintenance,True,False,Boeing 777,N88403,2986
14077,United,9692,ATL,MIA,10/15/2024 09:15,9/1/2024 9:23,10/15/2024 10:37,9/1/2024 10:18,3,Weather,True,False,Boeing 777,N40902,754
14078,United,3965,ATL,MIA,10/15/2024 23:52,9/2/2024 0:02,10/16/2024 03:40,9/2/2024 5:10,18,Maintenance,True,False,Airbus A320,N27473,843
14079,Delta,2484,JFK,MIA,10/15/2024 14:32,9/1/2024 14:54,10/15/2024 17:13,9/1/2024 15:33,1,Maintenance,False,True,Boeing 777,N80811,499
14080,Delta,313,LAX,MIA,10/15/2024 10:01,9/1/2024 10:22,10/15/2024 14:28,9/1/2024 10:52,-9,,True,False,Boeing 777,N31323,2725
14081,Delta,7190,ATL,SEA,10/15/2024 23:48,9/1/2024 23:49,10/16/2024 03:13,9/2/2024 3:07,19,Air Traffic Control,True,True,Boeing 737,N45580,2928
14082,American Airlines,3082,JFK,SFO,10/15/2024 00:14,9/1/2024 0:28,10/15/2024 02:11,9/1/2024 3:25,11,Weather,False,False,Boeing 777,N18492,2269
14083,Southwest,6633,DFW,SFO,10/15/2024 00:07,9/1/2024 0:28,10/15/2024 07:06,9/1/2024 2:14,7,Air Traffic Control,True,False,Boeing 737,N18326,1239
14084,American Airlines,2099,DFW,SFO,10/15/2024 22:31,9/1/2024 22:41,10/16/2024 04:09,9/2/2024 4:36,5,Weather,True,True,Airbus A320,N26806,2614
14085,Delta,7023,DFW,JFK,10/15/2024 07:23,9/1/2024 7:48,10/15/2024 11:29,9/1/2024 13:22,-1,,False,True,Boeing 777,N65706,470
14086,Southwest,682,ORD,MIA,10/15/2024 03:56,9/1/2024 3:59,10/15/2024 08:43,9/1/2024 8:24,28,Maintenance,True,True,Boeing 777,N52357,244
14087,American Airlines,6858,ATL,JFK,10/15/2024 15:23,9/1/2024 15:51,10/15/2024 17:31,9/1/2024 20:49,26,Air Traffic Control,True,False,Airbus A320,N13853,1465
14088,Delta,3442,JFK,MIA,10/15/2024 05:47,9/1/2024 6:05,10/15/2024 07:35,9/1/2024 6:46,-1,,True,True,Boeing 777,N26044,2431
14089,Delta,1237,JFK,MIA,10/15/2024 17:35,9/1/2024 17:36,10/15/2024 21:55,9/1/2024 23:01,26,Air Traffic Control,False,False,Airbus A320,N74266,1717
14090,Delta,4236,ORD,JFK,10/15/2024 18:17,9/1/2024 18:43,10/15/2024 21:47,9/1/2024 21:39,22,Weather,False,True,Boeing 737,N39977,249
14091,Delta,6132,LAX,SFO,10/15/2024 07:08,9/1/2024 7:29,10/15/2024 10:30,9/1/2024 12:13,5,Maintenance,True,False,Boeing 777,N87411,2441
14092,American Airlines,2620,DFW,SEA,10/15/2024 05:55,9/1/2024 6:00,10/15/2024 07:53,9/1/2024 9:20,25,Air Traffic Control,True,True,Boeing 737,N24722,2909
14093,American Airlines,5303,JFK,SFO,10/15/2024 01:06,9/1/2024 1:26,10/15/2024 05:26,9/1/2024 4:15,9,Maintenance,False,True,Boeing 777,N17674,2746
14094,United,5066,DFW,SFO,10/15/2024 21:21,9/1/2024 21:35,10/16/2024 00:59,9/2/2024 2:29,8,Maintenance,True,True,Boeing 777,N81378,2365
14095,American Airlines,2182,ATL,JFK,10/15/2024 01:26,9/1/2024 1:55,10/15/2024 08:15,9/1/2024 2:34,8,Weather,False,True,Boeing 737,N41210,2594
14096,Southwest,7780,LAX,JFK,10/15/2024 23:29,9/1/2024 23:35,10/16/2024 03:20,9/2/2024 1:20,-9,,True,True,Boeing 777,N31895,2830
14097,Southwest,8537,JFK,SFO,10/15/2024 23:47,9/2/2024 0:15,10/16/2024 02:41,9/2/2024 1:55,8,Air Traffic Control,False,True,Boeing 737,N14246,2578
